,date,temperature_2m_mean,precipitation_sum,wind_speed_10m_mean
290,1944-10-17 00:00:00+00:00,9.716001,6.2,17.999168
291,1944-10-18 00:00:00+00:00,9.428499,11.800003,19.332777
292,1944-10-19 00:00:00+00:00,9.168084,0.3,14.384736
293,1944-10-20 00:00:00+00:00,9.247251,12.200002,13.821963
294,1944-10-21 00:00:00+00:00,11.224334,0.4,4.889367
295,1944-10-22 00:00:00+00:00,10.091001,2.3,6.5912623
296,1944-10-23 00:00:00+00:00,7.8910003,4.299999,15.53298
297,1944-10-24 00:00:00+00:00,7.1160007,0.1,12.036241
298,1944-10-25 00:00:00+00:00,7.8639164,0.8,4.441485
299,1944-10-26 00:00:00+00:00,8.526418,2.6000001,16.228277
300,1944-10-27 00:00:00+00:00,5.570166,1.3000001,12.610841
301,1944-10-28 00:00:00+00:00,5.1889176,1.1,8.005696
302,1944-10-29 00:00:00+00:00,4.24725,0.3,8.242061
303,1944-10-30 00:00:00+00:00,4.6035,0.0,5.9582415
304,1944-10-31 00:00:00+00:00,4.763917,0.4,4.9344726
305,1944-11-01 00:00:00+00:00,4.9326673,0.0,5.878657
306,1944-11-02 00:00:00+00:00,5.586834,0.0,3.3921995
307,1944-11-03 00:00:00+00:00,7.401417,2.7,13.771497
308,1944-11-04 00:00:00+00:00,8.9285,3.8,28.500732
309,1944-11-05 00:00:00+00:00,7.6722493,17.600004,29.603859
310,1944-11-06 00:00:00+00:00,6.1097503,13.400002,24.951336
311,1944-11-07 00:00:00+00:00,4.695167,3.3999999,25.657026
312,1944-11-08 00:00:00+00:00,3.4139168,1.3000002,11.638814
313,1944-11-09 00:00:00+00:00,1.2701666,0.0,15.10597
314,1944-11-10 00:00:00+00:00,1.2639169,3.8,6.355029
315,1944-11-11 00:00:00+00:00,3.513917,6.499999,3.597983
316,1944-11-12 00:00:00+00:00,3.2389166,13.8,3.5467618
317,1944-11-13 00:00:00+00:00,3.520167,5.7,8.024603
318,1944-11-14 00:00:00+00:00,2.9472497,3.7999995,15.460863
319,1944-11-15 00:00:00+00:00,1.6805834,0.1,11.706348
320,1944-11-16 00:00:00+00:00,2.0368335,0.0,8.370058
321,1944-11-17 00:00:00+00:00,5.4493337,4.4999995,19.256184
322,1944-11-18 00:00:00+00:00,7.5764165,1.3,16.75744
323,1944-11-19 00:00:00+00:00,9.141,3.8999999,8.579075
324,1944-11-20 00:00:00+00:00,5.655584,10.5,13.185904
325,1944-11-21 00:00:00+00:00,1.5847498,1.2,8.552446
326,1944-11-22 00:00:00+00:00,9.13475,14.800002,16.913588
327,1944-11-23 00:00:00+00:00,10.741,8.0,17.454647
328,1944-11-24 00:00:00+00:00,6.7201667,4.699999,5.650764
329,1944-11-25 00:00:00+00:00,2.0451672,2.3999999,7.3272214
330,1944-11-26 00:00:00+00:00,0.06808323,2.3,6.9017324
331,1944-11-27 00:00:00+00:00,0.70974994,4.4,15.241101
332,1944-11-28 00:00:00+00:00,8.607667,7.900001,26.3973
333,1944-11-29 00:00:00+00:00,7.520167,2.8999999,24.130554
334,1944-11-30 00:00:00+00:00,9.351417,1.0000001,19.345692
335,1944-12-01 00:00:00+00:00,9.730582,11.400001,25.963171
336,1944-12-02 00:00:00+00:00,4.1951666,7.5999994,25.295624
337,1944-12-03 00:00:00+00:00,6.1785007,7.7,26.296944
338,1944-12-04 00:00:00+00:00,4.1201663,5.5,27.831348
339,1944-12-05 00:00:00+00:00,3.4014165,4.2999997,19.399782
340,1944-12-06 00:00:00+00:00,3.5784998,6.6999993,17.396944
341,1944-12-07 00:00:00+00:00,2.8347502,3.3000002,13.299673
342,1944-12-08 00:00:00+00:00,0.56183344,1.5,9.014541
343,1944-12-09 00:00:00+00:00,0.33475003,0.0,11.674281
344,1944-12-10 00:00:00+00:00,0.60975,3.8,8.326307
345,1944-12-11 00:00:00+00:00,-0.3756667,1.7,5.8223124
346,1944-12-12 00:00:00+00:00,1.9118334,0.5,7.450194
347,1944-12-13 00:00:00+00:00,-3.9589999,0.0,8.750523
348,1944-12-14 00:00:00+00:00,2.6639163,6.2,21.574512
349,1944-12-15 00:00:00+00:00,2.9139166,5.2,12.500875
350,1944-12-16 00:00:00+00:00,4.0076666,5.0999994,17.761719
351,1944-12-17 00:00:00+00:00,8.388917,4.6,26.753239
352,1944-12-18 00:00:00+00:00,6.1514163,0.5,15.053166
353,1944-12-19 00:00:00+00:00,5.3097496,0.0,14.148416
354,1944-12-20 00:00:00+00:00,6.101417,3.1000001,17.558851
355,1944-12-21 00:00:00+00:00,6.6910005,2.6000001,12.448601
356,1944-12-22 00:00:00+00:00,8.943083,0.8,7.1991076
357,1944-12-23 00:00:00+00:00,7.7201657,0.0,4.859059
358,1944-12-24 00:00:00+00:00,6.2326674,0.0,10.853242
359,1944-12-25 00:00:00+00:00,3.1055834,0.0,11.313771
360,1944-12-26 00:00:00+00:00,4.732667,0.0,10.701961
361,1944-12-27 00:00:00+00:00,3.1555834,2.3,15.181134
362,1944-12-28 00:00:00+00:00,-0.7215001,0.0,5.3738832
363,1944-12-29 00:00:00+00:00,1.9764166,0.0,14.433317
364,1944-12-30 00:00:00+00:00,2.8493335,0.0,12.900293
365,1944-12-31 00:00:00+00:00,-0.934,0.0,5.212576
366,1945-01-01 00:00:00+00:00,2.5264168,0.0,9.347069
367,1945-01-02 00:00:00+00:00,7.163917,0.0,20.015806
368,1945-01-03 00:00:00+00:00,3.8951666,6.299999,18.586351
369,1945-01-04 00:00:00+00:00,0.6576667,0.0,17.46862
370,1945-01-05 00:00:00+00:00,0.10141667,0.4,8.583521
371,1945-01-06 00:00:00+00:00,4.5264173,2.4999998,12.27119
372,1945-01-07 00:00:00+00:00,0.52225,1.1,18.978714
373,1945-01-08 00:00:00+00:00,1.3368334,0.1,21.596207
374,1945-01-09 00:00:00+00:00,0.82850003,1.3000001,17.760284
375,1945-01-10 00:00:00+00:00,-0.91941667,0.4,11.651551
376,1945-01-11 00:00:00+00:00,1.7326666,0.4,15.935454
377,1945-01-12 00:00:00+00:00,2.3389165,0.0,20.266825
378,1945-01-13 00:00:00+00:00,2.938917,0.0,10.78825
379,1945-01-14 00:00:00+00:00,0.2618333,0.0,4.745459
380,1945-01-15 00:00:00+00:00,2.6451666,0.4,5.529728
381,1945-01-16 00:00:00+00:00,6.2451673,0.6,17.787718
382,1945-01-17 00:00:00+00:00,4.230583,7.200001,20.183992
383,1945-01-18 00:00:00+00:00,4.195167,23.999996,24.167023
384,1945-01-19 00:00:00+00:00,-1.5131668,0.1,16.807425
385,1945-01-20 00:00:00+00:00,-2.484,0.0,9.785619
386,1945-01-21 00:00:00+00:00,-2.32775,0.2,10.291855
387,1945-01-22 00:00:00+00:00,-2.9131663,0.0,9.12535
388,1945-01-23 00:00:00+00:00,-3.0464995,0.4,8.189381
389,1945-01-24 00:00:00+00:00,-2.4298337,6.999999,9.699586
390,1945-01-25 00:00:00+00:00,-9.056917,0.0,6.606955
391,1945-01-26 00:00:00+00:00,-8.584,0.0,2.0823815
392,1945-01-27 00:00:00+00:00,-4.9360833,0.0,7.8560405
393,1945-01-28 00:00:00+00:00,-3.3881664,0.2,7.4466496
394,1945-01-29 00:00:00+00:00,-6.3069153,10.800001,12.3903055
395,1945-01-30 00:00:00+00:00,4.270167,20.0,19.54715
396,1945-01-31 00:00:00+00:00,4.8680835,10.8,14.084092
397,1945-02-01 00:00:00+00:00,5.6097503,8.3,16.823647
398,1945-02-02 00:00:00+00:00,5.5535007,5.699999,12.681292
399,1945-02-03 00:00:00+00:00,1.3618332,2.7,12.8467865
400,1945-02-04 00:00:00+00:00,7.291,1.8000003,19.448458
401,1945-02-05 00:00:00+00:00,7.3159995,4.9999995,18.622921
402,1945-02-06 00:00:00+00:00,6.9910007,2.1,17.531042
403,1945-02-07 00:00:00+00:00,7.72225,3.7,29.534517
404,1945-02-08 00:00:00+00:00,5.6368337,5.3999996,17.880713
